QuestionID,Year,Exam,Subject,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,Hint,
SUR-ESY-004,2026,Surgery - 07/26 - July 09 - Afternoon,Surgery,Endocrine System,,"A young boy with a history of an enlarging goiter (thyroid swelling) now reports difficulty sleeping and lying flat, which is aggravated by flexing his neck. What is the most likely cause of his sleep difficulty?",Hypoglycemia from thyroid dysfunction,Anxiety due to hyperthyroidism,Compression of the trachea by a retrosternal goiter,Sleep apnea due to obesity,,C,"A retrosternal (substernal) goiter grows into the chest cavity and can compress the trachea, leading to symptoms like dyspnea and orthopnea (difficulty breathing when lying down) that manifest as trouble sleeping.",,
SUR-ESY-005,2026,Gynecology - 01/26 - January 5 - Morning,Surgery,Endocrine System,,A 42 year old patient presents with headache and visual field defects. MRI shows pituitary adenoma compressing optic chiasm. Treatment of choice?,Bromocriptine,SSRIs,Surgery,TCAs,,C,,,
ANA-GSY-001,2026,Radiology - 01/26 - January 6 - Morning,Anatomy,Gastrointestinal System,,How many segments does the liver have according to the Couinaud classification?,4,6,8,10,,C,,,
ANA-GSY-002,2025,Medicine - 08/25 - August 4 - Evening,Anatomy,Gastrointestinal System,,A 45 year old woman with chronic hepatitis B requires a percutaneous liver biopsy to evaluate fibrosis. Which of the following is the most appropriate site for needle insertion to minimize complications?,"4th intercostal space, mid-clavicular line","6th intercostal space, anterior axillary line","8th-10th intercostal space, mid-axillary line (right side)","8th-10th intercostal space, mid-scapular line (left side)","10th intercostal space, paravertebral line",C,,,
ANA-GSY-003,2026,Radiology - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,Which part(s) of the duodenum are considered retroperitoneal?,All except the first part,Only the second part,Only the third and fourth parts,All four parts,None; the entire duodenum is intraperitoneal,A,,,
ANA-GSY-004,2025,Surgery - 08/25 - August 7 - Morning,Anatomy,Gastrointestinal System,,"Nail on wood fell down on laboers dorsum of foot between 1st and 2nd metatarsal bone, which of the following artery will be damaged?",Dorsalis pedis artery,Medial plantar artery,Lateral plantar artery,Anterior tibial artery,Posterior tibial artery,A,,,
ANA-GSY-005,2026,Radiology - 04/26 - April 7 - Morning,Anatomy,Gastrointestinal System,,A stone in the parotid gland typically blocks which structure?,Wharton's duct,Stensen's duct,Submandibular duct,Bartholin's duct,Lacrimal duct,B,,,
ANA-GSY-006,2026,Radiology - 07/26 - July 07 - Morning,Anatomy,Gastrointestinal System,,A patient with liver cirrhosis has an enlarged caudate lobe on ultrasonography. What is the most likely explanation?,Dual portal blood supply and independent venous drainage of the caudate lobe,Only a single portal vein supplies the caudate lobe,Complete absence of hepatic venous drainage,Blood supply exclusively from the hepatic artery,,A,"The caudate lobe has a unique blood supply and drains directly into the IVC, allowing it to hypertrophy despite cirrhosis.",,
ANA-GSY-007,2026,Anesthesia - 07/26 - July 07 - Morning,Anatomy,Gastrointestinal System,,"During a cadaveric dissection, a medical student identifies an accessory pancreatic duct (duct of Santorini). The anatomy instructor asks about the portion of the pancreas drained by this duct. If present, the accessory pancreatic duct primarily drains which part of the pancreas?",Upper part of the head of the pancreas,Lower part of the head of the pancreas,Tail of the pancreas,Body and tail of the pancreas,,A,,,
ANA-GSY-008,2026,Medicine - 07/26 - July 9 - Morning,Anatomy,Gastrointestinal System,,Which major salivary gland contains both predominantly serous and mucous acini?,Parotid gland,Sublingual gland,Submandibular gland,Buccal gland,,C,,,
ANA-GSY-009,2026,Medicine - 01/26 - January 8 - Morning,Anatomy,Gastrointestinal System,,Which salivary gland is predominantly mucinous in nature?,Parotid,Sublingual,Submandibular,Buccal glands,,B,,,
ANA-GSY-010,2026,Medicine - 01/26 - January 6 - Evening,Anatomy,Gastrointestinal System,,A patient with acute cholecystitis complains of referred visceral pain. Which dermatome is involved?,T7–T9,T4–T5,L4–L5,C5,,A,,,
ANA-GSY-011,2026,Gynecology - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,Which structure is most likely to be compressed by a tumor located in the head of the pancreas?,Portal vein,SMA,Celiac artery,CBD,,D,,,
ANA-GSY-012,2025,Surgery - 08/25 - August 6 - Evening,Anatomy,Gastrointestinal System,,Patient presented with bleeding from the post duodenal ulcer rupture which of the following artery is responsible for this?,Superior pancreaticoduodenal,SMA,Gastroduodenal artery,Celiac artery,Splenic,C,,,
ANA-GSY-013,2026,Radiology - 01/26 - January 6 - Morning,Anatomy,Gastrointestinal System,,"A patient presents with ischemia involving the distal one-third of the transverse colon, descending colon, sigmoid colon, and upper rectum. Occlusion of which artery is most likely responsible?",Superior mesenteric artery,Inferior mesenteric artery,Internal iliac artery,Celiac trunk,,B,,,
ANA-GSY-014,2026,Medicine - 01/26 - January 7 - Morning,Anatomy,Gastrointestinal System,,Perforation of a duodenal ulcer may involve?,Inferior pancreaticoduodenal artery,Gastroduodenal artery,SMA,Celiac trunk,,B,,,
ANA-GSY-015,2026,Surgery - 04/26 - April 8 - Morning,Anatomy,Gastrointestinal System,,The superior rectal artery is the direct continuation of which vessel?,Internal iliac artery,External iliac artery,Inferior mesenteric artery,Celiac trunk,,C,,,
ANA-GSY-016,2026,Radiology - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,Which of the following structures is an anterior relation to the third part of the duodenum and can cause its obstruction?,Superior mesenteric artery(SMA),Superior mesenteric vein (SMV),Inferior mesenteric artery,Common bile duct,Gastroduodenal artery,A,,,
ANA-GSY-017,2026,Radiology - 04/26 - April 7 - Morning,Anatomy,Gastrointestinal System,,What lies posterior to the first part of the duodenum?,Inferior vena cava (IVC),Superior mesenteric artery,Aorta,Common bile duct,Transverse mesocoln,D,,,
ANA-GSY-018,2026,Medicine - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,"A 65 year old patient presents with painless obstructive jaundice and a palpable gallbladder. Imaging reveals a carcinoma in the head of the pancreas. Laboratory tests show significantly elevated alkaline phosphatase. Anatomically, which structure located posteriorly to the head of the pancreas is most likely to be compressed?",Portal vein,Hepatic duct,Inferior Vena Cava,Common bile duct,,C,,,
ANA-GSY-019,2026,Surgery - 04/26 - April 8 - Morning,Anatomy,Gastrointestinal System,,Superior rectal artery branch of?,External iliac artery,Inferior mesenteric artery,Superior mesenteric artery,Common iliac artery,Internal iliac artery,B,,,
ANA-GSY-020,2025,Medicine - 08/25 - August 6 - Evening,Anatomy,Gastrointestinal System,,"In an occlusion of the superior mesenteric artery (SMA), which portion of the large intestine is typically spared due to collateral blood supply?",Cecum,Ascending colon,Transverse colon,Descending colon,Sigmoid colon,D,,,
ANA-GSY-021,2026,Surgery - 04/26 - April 8 - Morning,Anatomy,Gastrointestinal System,,A patient had mesenteric ischemia due to SMA block. Which part of the gut will be spared?,Ascending colon,Transverse colon,Ileum,Descending colon,,D,,,
ANA-GSY-022,2025,Surgery - 08/25 - August 6 - Evening,Anatomy,Gastrointestinal System,,Intestinal infarction due to SMA blocks which part of large intestine spared?,Appendix,Ileum,Ascending colon,Descending colon,,D,,,
ANA-GSY-023,2026,Medicine - 07/26 - July 7 - Evening,Anatomy,Gastrointestinal System,,A patient undergoes a gastrostomy. Which autonomic nerve supply is primarily responsible for gastric secretion and motility?,Parasympathetic fibers,Sympathetic fibers,Somatic fibers,Enteric fibers only,,A,,,
ANA-GSY-024,2026,"Medicine - 04/26 - April 9 - Morning, Medicine - 07/26 - July 7 - Evening",Anatomy,Gastrointestinal System,,A patient presents with a groin swelling that is below and lateral to the pubic tubercle. Which of the following is the most likely diagnosis?,Inguinal hernia,Femoral hernia,Umbilical hernia,Epigastric hernia,,B,,,
ANA-GSY-025,2026,Radiology - 01/26 - January 5 - Morning,Anatomy,Gastrointestinal System,,Lymphatic drainage of the anal canal above the pectinate line is to which nodes?,Vertical group of superficial inguinal,Horizontal group of superficial inguinal,Internal iliac,External iliac,,C,,,
ANA-GSY-026,2026,Radiology - 01/26 - January 5 - Morning,Anatomy,Gastrointestinal System,,Lymphatic drainage of the anal canal below the pectinate line is to which nodes?,Vertical group of superficial inguinal,Horizontal group of superficial inguinal,Internal iliac,External iliac,,B,,,
ANA-GSY-027,2026,Medicine - 07/26 - July 10 - Morning,Anatomy,Gastrointestinal System,,Which structure lies superior to the midpoint of the inguinal ligament?,Superficial inguinal ring,Femoral ring,Deep inguinal ring,External iliac artery,,C,,,
ANA-GSY-028,2026,Surgery - 01/26 - January 7 - Evening,Anatomy,Gastrointestinal System,,A patient with carcinoma involving the anterior two-thirds of the tongue. The primary arterial supply to this region is from which artery?,Superior thyroid artery,Maxillary artery,Lingual artery,Facial artery,,C,,,
ANA-GSY-029,2026,Medicine - 01/26 - January 5 - Evening,Anatomy,Gastrointestinal System,,What forms the posterior wall of a hernia that occurs below the inguinal ligament?,Conjoint tendon,Cremasteric fascia,Inguinal ring,Fascia iliaca,,D,,,
ANA-GSY-030,2026,Surgery - 01/26 - January 6 - Evening,Anatomy,Gastrointestinal System,,A woman presents with a swelling just inferior and lateral to the pubic tubercle. What is the most likely diagnosis?,Pancreatic pseudocyst,Direct inguinal hernia,Indirect inguinal hernia,Femoral hernia,,D,,,
ANA-GSY-031,2025,Medicine - 08/25 - August 5 - Evening,Anatomy,Gastrointestinal System,,"At the mid-inguinal point, an important anatomical structure is located. Which of the following is found at the midpoint of the inguinal ligament?",Superficial inguinal ring,Deep inguinal ring,Inferior epigastric artery,Femoral nerve,Femoral artery,B,,,
ANA-GSY-032,2026,Medicine - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,"During a splenectomy, the surgeon ligates the splenic artery at the hilum. Which part of the stomach is most likely to suffer from reduced blood supply due to the ligation of the short gastric arteries?",Antrum of the stomach,Pylorus of the stomach,Body of the stomach,Fundus of stomach,,D,,,
ANA-GSY-033,2026,Surgery - 07/26 - July 09 - Afternoon,Anatomy,Gastrointestinal System,,Patient undergo Barium swallow Feathery appearance in left abdomen and more than 3 cm with no tenia coli feature of which of these,Jejunum,Ileum,Colon,Gall bladder,,A,,,
ANA-GSY-034,2025,Medicine - 08/25 - August 5 - Morning,Anatomy,Gastrointestinal System,,A person presented to emergency with blood in vomitus and signs of hypovolemic shock. On opening the abdomen surgeon observed bleeding from posterior wall of duodenum. Which artery would more likely be the cause of bleeding?,Left and right gastric,Left gastric,Gastropyloric,Gastroduodenal,Superior mesenteric,D,,,
ANA-GSY-035,2026,Radiology - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,"During a cholecystectomy, the surgeon identifies an additional arterial vessel supplying the right lobe of the liver. An accessory right hepatic artery most commonly arises from which of the following vessels?",Celiac trunk,Superior mesenteric artery (SMA),Left gastric artery,Gastroduodenal artery,Splenic artery,B,,,
ANA-GSY-036,2026,Medicine - 04/26 - April 9 - Morning,Anatomy,Gastrointestinal System,,A 50 year old man presents with massive upper gastrointestinal bleeding. Endoscopy reveals a bleeding ulcer on the posterior wall of the stomach. Which of the following arteries is most likely involved?,Left gastric artery,Right gastric artery,Splenic artery,Gastroduodenal artery,,C,,,
ANA-GSY-037,2026,Medicine - 04/26 - April 8 - Evening,Anatomy,Gastrointestinal System,,A patient is diagnosed with a perforating ulcer in the posterior wall of the first part of the duodenum and presents with heavy GI bleeding. Which artery is most likely the source of the hemorrhage?,Splenic artery,Superior pancreaticoduodenal artery,Inferior pancreaticoduodenal artery,Gastroduodenal artery,,D,,,
ANA-GSY-038,2025,Medicine - 08/25 - August 6 - Morning,Anatomy,Gastrointestinal System,,Which structure forms the medial wall of the ischiorectal (ischioanal) fossa?,Obturator internus muscle,Levator ani muscle,Sacrotuberous ligament,Gluteus maximus muscle,Piriformis muscle,B,,,
ANA-GSY-039,2026,Medicine - 07/26 - July 7 - Evening,Anatomy,Gastrointestinal System,,A patient presents with epigastric pain radiating to the right side. Physical examination reveals a positive Murphy sign. Which of the following cellular features is responsible for the function of the affected organ?,Villi,Microvilli,Cilia,Goblet cells,,B,,,
ANA-GSY-040,2026,Surgery - 01/26 - January 6 - Evening,Anatomy,Gastrointestinal System,,"A patient presents with abdominal pain, bleeding from the posterior wall of the gastric antrum, and signs of pancreatitis. Which peritoneal compartment is most likely affected?",Renal pelvis,Lesser sac,Subhepatic recess,Greater sac,,B,,,
ANA-GSY-041,2026,Surgery - 01/26 - January 6 - Evening,Anatomy,Gastrointestinal System,,A posterior perforation of the gastric antrum allows gastric contents to enter which anatomic space?,Retroperitoneum,Lesser sac,Subarachnoid space,Greater sac,,B,,,
ANA-GSY-042,2026,Medicine - 04/26 - April 7 - Morning,Anatomy,Gastrointestinal System,,A patient presents with massive upper GI bleeding due to a posteriorly eroding duodenal ulcer. Which artery is most likely involved?,Left gastric artery,Splenic artery,Gastroduodenal artery,Hepatic artery,,C,,,
ANA-GSY-043,2026,Radiology - 01/26 - January 6 - Morning,Anatomy,Gastrointestinal System,,"A 45 year old patient undergoes surgery for acute appendicitis. During the procedure, the surgeon needs to ensure adequate blood supply to the cecum and proximal colon to avoid ischemia. Which of the following arteries primarily supplies this region?",Superior mesenteric artery – ileocolic and right colic arteries,Inferior mesenteric artery – left colic and sigmoid arteries,Celiac artery – gastric and splenic arteries,Hepatic artery – gastroduodenal and pancreaticoduodenal arteries,,A,,,
